t_Myr,M_base_Msun,M_rB_up20,M_rB_down20,M_lambdaEdd4
1.574074074074074225e+01,1.181555555555555820e+08,1.417666666666666865e+08,9.454444444444447756e+07,1.575074074074074328e+08
1.575775775775775855e+01,1.182831831831832081e+08,1.419198198198198080e+08,9.464654654654656351e+07,1.576775775775775909e+08
1.577477477477477663e+01,1.184108108108108342e+08,1.420729729729729891e+08,9.474864864864867926e+07,1.578477477477477789e+08
1.579179179179179293e+01,1.185384384384384602e+08,1.422261261261261404e+08,9.485075075075078011e+07,1.580179179179179370e+08
1.580880880880881101e+01,1.186660660660661012e+08,1.423792792792792916e+08,9.495285285285288095e+07,1.581880880880881250e+08
1.582582582582582731e+01,1.187936936936937124e+08,1.425324324324324727e+08,9.505495495495498180e+07,1.583582582582582831e+08
1.584284284284284361e+01,1.189213213213213384e+08,1.426855855855855942e+08,9.515705705705708265e+07,1.585284284284284413e+08
1.585985985985986169e+01,1.190489489489489794e+08,1.428387387387387753e+08,9.525915915915918350e+07,1.586985985985986292e+08
1.587687687687687799e+01,1.191765765765765905e+08,1.429918918918918967e+08,9.536126126126128435e+07,1.588687687687687874e+08
1.589389389389389606e+01,1.193042042042042315e+08,1.431450450450450778e+08,9.546336336336338520e+07,1.590389389389389753e+08
1.591091091091091236e+01,1.194318318318318576e+08,1.432981981981981993e+08,9.556546546546548605e+07,1.592091091091091335e+08
1.592792792792792866e+01,1.195594594594594836e+08,1.434513513513513803e+08,9.566756756756758690e+07,1.593792792792792916e+08
1.594494494494494674e+01,1.196870870870871097e+08,1.436045045045045018e+08,9.576966966966970265e+07,1.595494494494494796e+08
1.596196196196196304e+01,1.198147147147147357e+08,1.437576576576576829e+08,9.587177177177178860e+07,1.597196196196196377e+08
1.597897897897898112e+01,1.199423423423423767e+08,1.439108108108108342e+08,9.597387387387390435e+07,1.598897897897897959e+08
1.599599599599599742e+01,1.200699699699699879e+08,1.440639639639639854e+08,9.607597597597600520e+07,1.600599599599599838e+08
1.601301301301301550e+01,1.201975975975976288e+08,1.442171171171171367e+08,9.617807807807810605e+07,1.602301301301301718e+08
1.603003003003003002e+01,1.203252252252252400e+08,1.443702702702702880e+08,9.628018018018019199e+07,1.604003003003003001e+08
1.604704704704704810e+01,1.204528528528528810e+08,1.445234234234234393e+08,9.638228228228230774e+07,1.605704704704704881e+08
1.606406406406406617e+01,1.205804804804805070e+08,1.446765765765765905e+08,9.648438438438442349e+07,1.607406406406406760e+08
1.608108108108108425e+01,1.207081081081081480e+08,1.448297297297297716e+08,9.658648648648652434e+07,1.609108108108108640e+08
1.609809809809809877e+01,1.208357357357357591e+08,1.449828828828828931e+08,9.668858858858861029e+07,1.610809809809809923e+08
1.611511511511511685e+01,1.209633633633633852e+08,1.451360360360360444e+08,9.679069069069072604e+07,1.612511511511511803e+08
1.613213213213213493e+01,1.210909909909910262e+08,1.452891891891892254e+08,9.689279279279282689e+07,1.614213213213213682e+08
1.614914914914914945e+01,1.212186186186186373e+08,1.454423423423423469e+08,9.699489489489491284e+07,1.615914914914914966e+08
1.616616616616616753e+01,1.213462462462462634e+08,1.455954954954954982e+08,9.709699699699702859e+07,1.617616616616616845e+08
1.618318318318318561e+01,1.214738738738739043e+08,1.457486486486486793e+08,9.719909909909912944e+07,1.619318318318318725e+08
1.620020020020020013e+01,1.216015015015015155e+08,1.459018018018018007e+08,9.730120120120121539e+07,1.621020020020020008e+08
1.621721721721721821e+01,1.217291291291291416e+08,1.460549549549549818e+08,9.740330330330333114e+07,1.622721721721721888e+08
1.623423423423423628e+01,1.218567567567567825e+08,1.462081081081081331e+08,9.750540540540543199e+07,1.624423423423423767e+08
1.625125125125125436e+01,1.219843843843844235e+08,1.463612612612612844e+08,9.760750750750754774e+07,1.626125125125125647e+08
1.626826826826826888e+01,1.221120120120120347e+08,1.465144144144144058e+08,9.770960960960963368e+07,1.627826826826826930e+08
1.628528528528528696e+01,1.222396396396396607e+08,1.466675675675675869e+08,9.781171171171173453e+07,1.629528528528528810e+08
1.630230230230230504e+01,1.223672672672673017e+08,1.468207207207207680e+08,9.791381381381385028e+07,1.631230230230230689e+08
1.631931931931931956e+01,1.224948948948949128e+08,1.469738738738738894e+08,9.801591591591593623e+07,1.632931931931931973e+08
1.633633633633633764e+01,1.226225225225225389e+08,1.471270270270270407e+08,9.811801801801803708e+07,1.634633633633633852e+08
1.635335335335335571e+01,1.227501501501501799e+08,1.472801801801801920e+08,9.822012012012015283e+07,1.636335335335335732e+08
1.637037037037037024e+01,1.228777777777777910e+08,1.474333333333333135e+08,9.832222222222223878e+07,1.638037037037037015e+08
1.638738738738738832e+01,1.230054054054054320e+08,1.475864864864864945e+08,9.842432432432433963e+07,1.639738738738738894e+08
1.640440440440440639e+01,1.231330330330330580e+08,1.477396396396396756e+08,9.852642642642645538e+07,1.641440440440440774e+08
1.642142142142142447e+01,1.232606606606606990e+08,1.478927927927928269e+08,9.862852852852857113e+07,1.643142142142142653e+08
1.643843843843843899e+01,1.233882882882883102e+08,1.480459459459459484e+08,9.873063063063065708e+07,1.644843843843843937e+08
1.645545545545545707e+01,1.235159159159159362e+08,1.481990990990990996e+08,9.883273273273275793e+07,1.646545545545545816e+08
1.647247247247247515e+01,1.236435435435435772e+08,1.483522522522522807e+08,9.893483483483487368e+07,1.648247247247247696e+08
1.648948948948948967e+01,1.237711711711711884e+08,1.485054054054054022e+08,9.903693693693695962e+07,1.649948948948948979e+08
1.650650650650650775e+01,1.238987987987988144e+08,1.486585585585585833e+08,9.913903903903906047e+07,1.651650650650650859e+08
1.652352352352352582e+01,1.240264264264264554e+08,1.488117117117117345e+08,9.924114114114117622e+07,1.653352352352352738e+08
1.654054054054054035e+01,1.241540540540540665e+08,1.489648648648648560e+08,9.934324324324326217e+07,1.655054054054054022e+08
1.655755755755755843e+01,1.242816816816817075e+08,1.491180180180180371e+08,9.944534534534536302e+07,1.656755755755755901e+08
1.657457457457457650e+01,1.244093093093093336e+08,1.492711711711711884e+08,9.954744744744747877e+07,1.658457457457457781e+08
1.659159159159159458e+01,1.245369369369369745e+08,1.494243243243243694e+08,9.964954954954957962e+07,1.660159159159159660e+08
1.660860860860860910e+01,1.246645645645645857e+08,1.495774774774774909e+08,9.975165165165168047e+07,1.661860860860860944e+08
1.662562562562562718e+01,1.247921921921922117e+08,1.497306306306306422e+08,9.985375375375378132e+07,1.663562562562562823e+08
1.664264264264264526e+01,1.249198198198198527e+08,1.498837837837837934e+08,9.995585585585588217e+07,1.665264264264264703e+08
1.665965965965965978e+01,1.250474474474474639e+08,1.500369369369369447e+08,1.000579579579579830e+08,1.666965965965965986e+08
1.667667667667667786e+01,1.251750750750750899e+08,1.501900900900900960e+08,1.001600600600600839e+08,1.668667667667667866e+08
1.669369369369369593e+01,1.253027027027027309e+08,1.503432432432432771e+08,1.002621621621621847e+08,1.670369369369369745e+08
1.671071071071071401e+01,1.254303303303303719e+08,1.504963963963964283e+08,1.003642642642643005e+08,1.672071071071071625e+08
1.672772772772772854e+01,1.255579579579579830e+08,1.506495495495495796e+08,1.004663663663663864e+08,1.673772772772772908e+08
1.674474474474474661e+01,1.256855855855856091e+08,1.508027027027027309e+08,1.005684684684685022e+08,1.675474474474474788e+08
1.676176176176176469e+01,1.258132132132132500e+08,1.509558558558558822e+08,1.006705705705706030e+08,1.677176176176176667e+08
1.677877877877877921e+01,1.259408408408408612e+08,1.511090090090090036e+08,1.007726726726726890e+08,1.678877877877877951e+08
1.679579579579579729e+01,1.260684684684684873e+08,1.512621621621621847e+08,1.008747747747748047e+08,1.680579579579579830e+08
1.681281281281281537e+01,1.261960960960961282e+08,1.514153153153153658e+08,1.009768768768769056e+08,1.682281281281281710e+08
1.682982982982982989e+01,1.263237237237237394e+08,1.515684684684684873e+08,1.010789789789789915e+08,1.683982982982982993e+08
1.684684684684684797e+01,1.264513513513513654e+08,1.517216216216216385e+08,1.011810810810811073e+08,1.685684684684684873e+08
1.686386386386386604e+01,1.265789789789790064e+08,1.518747747747747898e+08,1.012831831831832081e+08,1.687386386386386752e+08
1.688088088088088412e+01,1.267066066066066474e+08,1.520279279279279709e+08,1.013852852852853239e+08,1.689088088088088632e+08
1.689789789789789864e+01,1.268342342342342585e+08,1.521810810810810924e+08,1.014873873873874098e+08,1.690789789789789915e+08
1.691491491491491672e+01,1.269618618618618846e+08,1.523342342342342734e+08,1.015894894894895256e+08,1.692491491491491795e+08
1.693193193193193480e+01,1.270894894894895256e+08,1.524873873873873949e+08,1.016915915915916264e+08,1.694193193193193674e+08
1.694894894894894932e+01,1.272171171171171367e+08,1.526405405405405462e+08,1.017936936936937124e+08,1.695894894894894958e+08
1.696596596596596740e+01,1.273447447447447628e+08,1.527936936936936975e+08,1.018957957957958281e+08,1.697596596596596837e+08
1.698298298298298548e+01,1.274723723723724037e+08,1.529468468468468785e+08,1.019978978978979290e+08,1.699298298298298717e+08
1.700000000000000000e+01,1.276000000000000149e+08,1.531000000000000000e+08,1.021000000000000149e+08,1.701000000000000000e+08
