t_Myr,M_base_Msun,M_rB_up20,M_rB_down20,M_lambdaEdd4
7.844844844844845788e+00,5.893633633633635938e+07,7.070360360360357165e+07,4.716906906906910241e+07,7.854844844844847918e+07
7.861861861861862977e+00,5.906396396396397054e+07,7.085675675675673783e+07,4.727117117117120326e+07,7.871861861861865222e+07
7.878878878878879277e+00,5.919159159159159660e+07,7.100990990990988910e+07,4.737327327327328920e+07,7.888878878878882527e+07
7.895895895895896466e+00,5.931921921921923757e+07,7.116306306306304038e+07,4.747537537537540495e+07,7.905895895895898342e+07
7.912912912912913654e+00,5.944684684684686363e+07,7.131621621621619165e+07,4.757747747747749090e+07,7.922912912912915647e+07
7.929929929929930843e+00,5.957447447447448969e+07,7.146936936936935782e+07,4.767957957957959175e+07,7.939929929929932952e+07
7.946946946946948032e+00,5.970210210210211575e+07,7.162252252252250910e+07,4.778168168168170750e+07,7.956946946946950257e+07
7.963963963963964332e+00,5.982972972972974181e+07,7.177567567567566037e+07,4.788378378378380835e+07,7.973963963963967562e+07
7.980980980980981521e+00,5.995735735735735297e+07,7.192882882882881165e+07,4.798588588588589430e+07,7.990980980980983377e+07
7.997997997997998709e+00,6.008498498498499393e+07,7.208198198198196292e+07,4.808798798798801005e+07,8.007997997998000681e+07
8.015015015015015010e+00,6.021261261261262000e+07,7.223513513513511419e+07,4.819009009009011090e+07,8.025015015015017986e+07
8.032032032032033086e+00,6.034024024024026096e+07,7.238828828828826547e+07,4.829219219219221175e+07,8.042032032032035291e+07
8.049049049049049387e+00,6.046786786786787212e+07,7.254144144144141674e+07,4.839429429429431260e+07,8.059049049049052596e+07
8.066066066066067464e+00,6.059549549549551308e+07,7.269459459459458292e+07,4.849639639639642835e+07,8.076066066066068411e+07
8.083083083083083764e+00,6.072312312312312424e+07,7.284774774774771929e+07,4.859849849849851429e+07,8.093083083083085716e+07
8.100100100100100065e+00,6.085075075075076520e+07,7.300090090090087056e+07,4.870060060060061514e+07,8.110100100100103021e+07
8.117117117117118141e+00,6.097837837837839127e+07,7.315405405405403674e+07,4.880270270270271599e+07,8.127117117117120326e+07
8.134134134134134442e+00,6.110600600600600988e+07,7.330720720720717311e+07,4.890480480480481684e+07,8.144134134134137630e+07
8.151151151151152519e+00,6.123363363363365084e+07,7.346036036036035419e+07,4.900690690690693259e+07,8.161151151151153445e+07
8.168168168168168819e+00,6.136126126126127690e+07,7.361351351351350546e+07,4.910900900900903344e+07,8.178168168168170750e+07
8.185185185185185119e+00,6.148888888888889551e+07,7.376666666666664183e+07,4.921111111111113429e+07,8.195185185185188055e+07
8.202202202202203196e+00,6.161651651651652902e+07,7.391981981981980801e+07,4.931321321321323514e+07,8.212202202202205360e+07
8.219219219219219497e+00,6.174414414414414763e+07,7.407297297297294438e+07,4.941531531531533599e+07,8.229219219219222665e+07
8.236236236236237573e+00,6.187177177177178860e+07,7.422612612612611055e+07,4.951741741741744429e+07,8.246236236236238480e+07
8.253253253253253874e+00,6.199939939939941466e+07,7.437927927927926183e+07,4.961951951951953769e+07,8.263253253253255785e+07
8.270270270270270174e+00,6.212702702702703327e+07,7.453243243243241310e+07,4.972162162162163109e+07,8.280270270270273089e+07
8.287287287287288251e+00,6.225465465465466678e+07,7.468558558558556437e+07,4.982372372372374684e+07,8.297287287287290394e+07
8.304304304304304551e+00,6.238228228228228539e+07,7.483873873873871565e+07,4.992582582582584023e+07,8.314304304304307699e+07
8.321321321321322628e+00,6.250990990990992635e+07,7.499189189189186692e+07,5.002792792792794853e+07,8.331321321321323514e+07
8.338338338338338929e+00,6.263753753753755242e+07,7.514504504504501820e+07,5.013003003003004938e+07,8.348338338338340819e+07
8.355355355355357005e+00,6.276516516516518593e+07,7.529819819819816947e+07,5.023213213213215768e+07,8.365355355355358124e+07
8.372372372372373306e+00,6.289279279279280454e+07,7.545135135135132074e+07,5.033423423423425853e+07,8.382372372372375429e+07
8.389389389389389606e+00,6.302042042042043060e+07,7.560450450450447202e+07,5.043633633633635938e+07,8.399389389389392734e+07
8.406406406406407683e+00,6.314804804804805666e+07,7.575765765765763819e+07,5.053843843843846768e+07,8.416406406406408548e+07
8.423423423423423984e+00,6.327567567567569017e+07,7.591081081081078947e+07,5.064054054054055363e+07,8.433423423423425853e+07
8.440440440440442060e+00,6.340330330330332369e+07,7.606396396396395564e+07,5.074264264264266193e+07,8.450440440440443158e+07
8.457457457457458361e+00,6.353093093093094230e+07,7.621711711711710691e+07,5.084474474474476278e+07,8.467457457457460463e+07
8.474474474474474661e+00,6.365855855855856836e+07,7.637027027027025819e+07,5.094684684684686363e+07,8.484474474474477768e+07
8.491491491491492738e+00,6.378618618618620932e+07,7.652342342342340946e+07,5.104894894894897193e+07,8.501491491491495073e+07
8.508508508508509038e+00,6.391381381381382048e+07,7.667657657657656074e+07,5.115105105105107278e+07,8.518508508508512378e+07
8.525525525525527115e+00,6.404144144144146144e+07,7.682972972972971201e+07,5.125315315315318108e+07,8.535525525525528193e+07
8.542542542542543416e+00,6.416906906906908005e+07,7.698288288288286328e+07,5.135525525525528193e+07,8.552542542542545497e+07
8.559559559559559716e+00,6.429669669669670612e+07,7.713603603603601456e+07,5.145735735735737532e+07,8.569559559559562802e+07
8.576576576576577793e+00,6.442432432432434708e+07,7.728918918918916583e+07,5.155945945945948362e+07,8.586576576576580107e+07
8.593593593593594093e+00,6.455195195195195824e+07,7.744234234234231710e+07,5.166156156156157702e+07,8.603593593593597412e+07
8.610610610610612170e+00,6.467957957957959920e+07,7.759549549549548328e+07,5.176366366366368532e+07,8.620610610610613227e+07
8.627627627627628470e+00,6.480720720720721781e+07,7.774864864864863455e+07,5.186576576576578617e+07,8.637627627627630532e+07
8.644644644644644771e+00,6.493483483483484387e+07,7.790180180180177093e+07,5.196786786786788702e+07,8.654644644644647837e+07
8.661661661661662848e+00,6.506246246246247739e+07,7.805495495495493710e+07,5.206996996996999532e+07,8.671661661661665142e+07
8.678678678678679148e+00,6.519009009009009600e+07,7.820810810810807347e+07,5.217207207207208872e+07,8.688678678678682446e+07
8.695695695695697225e+00,6.531771771771773696e+07,7.836126126126125455e+07,5.227417417417419702e+07,8.705695695695698261e+07
8.712712712712713525e+00,6.544534534534536302e+07,7.851441441441440582e+07,5.237627627627629787e+07,8.722712712712715566e+07
8.729729729729729826e+00,6.557297297297298163e+07,7.866756756756754220e+07,5.247837837837839872e+07,8.739729729729732871e+07
8.746746746746747903e+00,6.570060060060061514e+07,7.882072072072070837e+07,5.258048048048050702e+07,8.756746746746750176e+07
8.763763763763764203e+00,6.582822822822823375e+07,7.897387387387384474e+07,5.268258258258260041e+07,8.773763763763767481e+07
8.780780780780782280e+00,6.595585585585587472e+07,7.912702702702701092e+07,5.278468468468470871e+07,8.790780780780783296e+07
8.797797797797798580e+00,6.608348348348350078e+07,7.928018018018016219e+07,5.288678678678680211e+07,8.807797797797800601e+07
8.814814814814814881e+00,6.621111111111111194e+07,7.943333333333331347e+07,5.298888888888890296e+07,8.824814814814817905e+07
8.831831831831832957e+00,6.633873873873875290e+07,7.958648648648646474e+07,5.309099099099101126e+07,8.841831831831835210e+07
8.848848848848849258e+00,6.646636636636637896e+07,7.973963963963961601e+07,5.319309309309311211e+07,8.858848848848852515e+07
8.865865865865867335e+00,6.659399399399400502e+07,7.989279279279276729e+07,5.329519519519522041e+07,8.875865865865868330e+07
8.882882882882883635e+00,6.672162162162163854e+07,8.004594594594591856e+07,5.339729729729732126e+07,8.892882882882885635e+07
8.899899899899899935e+00,6.684924924924924970e+07,8.019909909909906983e+07,5.349939939939942211e+07,8.909899899899902940e+07
8.916916916916918012e+00,6.697687687687689066e+07,8.035225225225223601e+07,5.360150150150153041e+07,8.926916916916920245e+07
8.933933933933934313e+00,6.710450450450451672e+07,8.050540540540538728e+07,5.370360360360361636e+07,8.943933933933937550e+07
8.950950950950952389e+00,6.723213213213214278e+07,8.065855855855855346e+07,5.380570570570572466e+07,8.960950950950953364e+07
8.967967967967968690e+00,6.735975975975976884e+07,8.081171171171168983e+07,5.390780780780782551e+07,8.977967967967970669e+07
8.984984984984984990e+00,6.748738738738739491e+07,8.096486486486482620e+07,5.400990990990992635e+07,8.994984984984987974e+07
9.002002002002003067e+00,6.761501501501503587e+07,8.111801801801800728e+07,5.411201201201203465e+07,9.012002002002005279e+07
9.019019019019019368e+00,6.774264264264264703e+07,8.127117117117115855e+07,5.421411411411413550e+07,9.029019019019022584e+07
9.036036036036037444e+00,6.787027027027028799e+07,8.142432432432430983e+07,5.431621621621624380e+07,9.046036036036038399e+07
9.053053053053053745e+00,6.799789789789789915e+07,8.157747747747746110e+07,5.441831831831834465e+07,9.063053053053055704e+07
9.070070070070070045e+00,6.812552552552554011e+07,8.173063063063059747e+07,5.452042042042043805e+07,9.080070070070073009e+07
9.087087087087088122e+00,6.825315315315316617e+07,8.188378378378376365e+07,5.462252252252254635e+07,9.097087087087090313e+07
9.104104104104104422e+00,6.838078078078079224e+07,8.203693693693691492e+07,5.472462462462463975e+07,9.114104104104107618e+07
9.121121121121122499e+00,6.850840840840843320e+07,8.219009009009006619e+07,5.482672672672674805e+07,9.131121121121124923e+07
9.138138138138138800e+00,6.863603603603604436e+07,8.234324324324321747e+07,5.492882882882884890e+07,9.148138138138142228e+07
9.155155155155156876e+00,6.876366366366368532e+07,8.249639639639638364e+07,5.503093093093095720e+07,9.165155155155158043e+07
9.172172172172173177e+00,6.889129129129131138e+07,8.264954954954953492e+07,5.513303303303305805e+07,9.182172172172175348e+07
9.189189189189189477e+00,6.901891891891893744e+07,8.280270270270267129e+07,5.523513513513515145e+07,9.199189189189192653e+07
9.206206206206207554e+00,6.914654654654656351e+07,8.295585585585583746e+07,5.533723723723725975e+07,9.216206206206209958e+07
9.223223223223223854e+00,6.927417417417418957e+07,8.310900900900897384e+07,5.543933933933936059e+07,9.233223223223227262e+07
9.240240240240241931e+00,6.940180180180181563e+07,8.326216216216215491e+07,5.554144144144146889e+07,9.250240240240243077e+07
9.257257257257258232e+00,6.952942942942944169e+07,8.341531531531530619e+07,5.564354354354356974e+07,9.267257257257260382e+07
9.274274274274274532e+00,6.965705705705705285e+07,8.356846846846844256e+07,5.574564564564565569e+07,9.284274274274277687e+07
9.291291291291292609e+00,6.978468468468469381e+07,8.372162162162160873e+07,5.584774774774777144e+07,9.301291291291294992e+07
9.308308308308308909e+00,6.991231231231233478e+07,8.387477477477474511e+07,5.594984984984986484e+07,9.318308308308312297e+07
9.325325325325326986e+00,7.003993993993994594e+07,8.402792792792791128e+07,5.605195195195197314e+07,9.335325325325328112e+07
9.342342342342343287e+00,7.016756756756758690e+07,8.418108108108106256e+07,5.615405405405407399e+07,9.352342342342345417e+07
9.359359359359359587e+00,7.029519519519519806e+07,8.433423423423421383e+07,5.625615615615617484e+07,9.369359359359362721e+07
9.376376376376377664e+00,7.042282282282283902e+07,8.448738738738738000e+07,5.635825825825828314e+07,9.386376376376380026e+07
9.393393393393393964e+00,7.055045045045046508e+07,8.464054054054051638e+07,5.646036036036038399e+07,9.403393393393397331e+07
9.410410410410412041e+00,7.067807807807809114e+07,8.479369369369368255e+07,5.656246246246249229e+07,9.420410410410413146e+07
9.427427427427428341e+00,7.080570570570571721e+07,8.494684684684681892e+07,5.666456456456459314e+07,9.437427427427430451e+07
9.444444444444444642e+00,7.093333333333334327e+07,8.509999999999997020e+07,5.676666666666667908e+07,9.454444444444447756e+07
9.461461461461462719e+00,7.106096096096098423e+07,8.525315315315313637e+07,5.686876876876878738e+07,9.471461461461465061e+07
9.478478478478479019e+00,7.118858858858859539e+07,8.540630630630627275e+07,5.697087087087088823e+07,9.488478478478482366e+07
9.495495495495497096e+00,7.131621621621623635e+07,8.555945945945945382e+07,5.707297297297299653e+07,9.505495495495498180e+07
9.512512512512513396e+00,7.144384384384384751e+07,8.571261261261259019e+07,5.717507507507509738e+07,9.522512512512515485e+07
9.529529529529529697e+00,7.157147147147148848e+07,8.586576576576572657e+07,5.727717717717719823e+07,9.539529529529532790e+07
9.546546546546547773e+00,7.169909909909911454e+07,8.601891891891890764e+07,5.737927927927930653e+07,9.556546546546550095e+07
9.563563563563564074e+00,7.182672672672674060e+07,8.617207207207205892e+07,5.748138138138139993e+07,9.573563563563567400e+07
9.580580580580582151e+00,7.195435435435438156e+07,8.632522522522521019e+07,5.758348348348351568e+07,9.590580580580583215e+07
9.597597597597598451e+00,7.208198198198199272e+07,8.647837837837836146e+07,5.768558558558560908e+07,9.607597597597600520e+07
9.614614614614614752e+00,7.220960960960961878e+07,8.663153153153151274e+07,5.778768768768770248e+07,9.624614614614617825e+07
9.631631631631632828e+00,7.233723723723725975e+07,8.678468468468466401e+07,5.788978978978981078e+07,9.641631631631635129e+07
9.648648648648649129e+00,7.246486486486488581e+07,8.693783783783781528e+07,5.799189189189191163e+07,9.658648648648652434e+07
9.665665665665667206e+00,7.259249249249251187e+07,8.709099099099098146e+07,5.809399399399401993e+07,9.675665665665668249e+07
9.682682682682683506e+00,7.272012012012013793e+07,8.724414414414411783e+07,5.819609609609611332e+07,9.692682682682685554e+07
9.699699699699699806e+00,7.284774774774774909e+07,8.739729729729726911e+07,5.829819819819821417e+07,9.709699699699702859e+07
9.716716716716717883e+00,7.297537537537539005e+07,8.755045045045043528e+07,5.840030030030032247e+07,9.726716716716720164e+07
9.733733733733734184e+00,7.310300300300300121e+07,8.770360360360357165e+07,5.850240240240242332e+07,9.743733733733737469e+07
9.750750750750752260e+00,7.323063063063064218e+07,8.785675675675675273e+07,5.860450450450453162e+07,9.760750750750754774e+07
9.767767767767768561e+00,7.335825825825828314e+07,8.800990990990988910e+07,5.870660660660663247e+07,9.777767767767772079e+07
9.784784784784784861e+00,7.348588588588589430e+07,8.816306306306302547e+07,5.880870870870871842e+07,9.794784784784787893e+07
9.801801801801802938e+00,7.361351351351353526e+07,8.831621621621620655e+07,5.891081081081082672e+07,9.811801801801805198e+07
9.818818818818819238e+00,7.374114114114114642e+07,8.846936936936934292e+07,5.901291291291292757e+07,9.828818818818822503e+07
9.835835835835837315e+00,7.386876876876878738e+07,8.862252252252250910e+07,5.911501501501503587e+07,9.845835835835839808e+07
9.852852852852853616e+00,7.399639639639641345e+07,8.877567567567566037e+07,5.921711711711713672e+07,9.862852852852857113e+07
9.869869869869869916e+00,7.412402402402403951e+07,8.892882882882879674e+07,5.931921921921923757e+07,9.879869869869872928e+07
9.886886886886887993e+00,7.425165165165166557e+07,8.908198198198196292e+07,5.942132132132134587e+07,9.896886886886890233e+07
9.903903903903904293e+00,7.437927927927929163e+07,8.923513513513511419e+07,5.952342342342344671e+07,9.913903903903907537e+07
9.920920920920922370e+00,7.450690690690693259e+07,8.938828828828826547e+07,5.962552552552555501e+07,9.930920920920924842e+07
9.937937937937938671e+00,7.463453453453454375e+07,8.954144144144141674e+07,5.972762762762765586e+07,9.947937937937942147e+07
9.954954954954956747e+00,7.476216216216218472e+07,8.969459459459458292e+07,5.982972972972976416e+07,9.964954954954957962e+07
9.971971971971973048e+00,7.488978978978979588e+07,8.984774774774771929e+07,5.993183183183185011e+07,9.981971971971975267e+07
9.988988988988989348e+00,7.501741741741743684e+07,9.000090090090087056e+07,6.003393393393395096e+07,9.998988988988991082e+07
1.000600600600600742e+01,7.514504504504504800e+07,9.015405405405403674e+07,6.013603603603605926e+07,1.001600600600600988e+08
1.002302302302302373e+01,7.527267267267268896e+07,9.030720720720718801e+07,6.023813813813816011e+07,1.003302302302302718e+08
1.004004004004004180e+01,7.540030030030032992e+07,9.046036036036035419e+07,6.034024024024026841e+07,1.005004004004004300e+08
1.005705705705705810e+01,7.552792792792794108e+07,9.061351351351350546e+07,6.044234234234236926e+07,1.006705705705706030e+08
1.007407407407407440e+01,7.565555555555556715e+07,9.076666666666664183e+07,6.054444444444446266e+07,1.008407407407407612e+08
1.009109109109109248e+01,7.578318318318320811e+07,9.091981981981980801e+07,6.064654654654657096e+07,1.010109109109109491e+08
1.010810810810810878e+01,7.591081081081081927e+07,9.107297297297295928e+07,6.074864864864867181e+07,1.011810810810811222e+08
1.012512512512512686e+01,7.603843843843846023e+07,9.122612612612611055e+07,6.085075075075078011e+07,1.013512512512512803e+08
1.014214214214214316e+01,7.616606606606608629e+07,9.137927927927926183e+07,6.095285285285287350e+07,1.015214214214214534e+08
1.015915915915915946e+01,7.629369369369369745e+07,9.153243243243241310e+07,6.105495495495497435e+07,1.016915915915916264e+08
1.017617617617617753e+01,7.642132132132133842e+07,9.168558558558556437e+07,6.115705705705708265e+07,1.018617617617617995e+08
1.019319319319319384e+01,7.654894894894894958e+07,9.183873873873871565e+07,6.125915915915917605e+07,1.020319319319319725e+08
1.021021021021021191e+01,7.667657657657659054e+07,9.199189189189188182e+07,6.136126126126128435e+07,1.022021021021021307e+08
1.022722722722722821e+01,7.680420420420423150e+07,9.214504504504501820e+07,6.146336336336338520e+07,1.023722722722723037e+08
1.024424424424424451e+01,7.693183183183184266e+07,9.229819819819816947e+07,6.156546546546548605e+07,1.025424424424424767e+08
1.026126126126126259e+01,7.705945945945948362e+07,9.245135135135133564e+07,6.166756756756759435e+07,1.027126126126126498e+08
1.027827827827827889e+01,7.718708708708709478e+07,9.260450450450447202e+07,6.176966966966969520e+07,1.028827827827828228e+08
1.029529529529529697e+01,7.731471471471473575e+07,9.275765765765765309e+07,6.187177177177180350e+07,1.030529529529529810e+08
1.031231231231231327e+01,7.744234234234237671e+07,9.291081081081078947e+07,6.197387387387388945e+07,1.032231231231231540e+08
1.032932932932932957e+01,7.756996996996998787e+07,9.306396396396392584e+07,6.207597597597599030e+07,1.033932932932933271e+08
1.034634634634634764e+01,7.769759759759762883e+07,9.321711711711710691e+07,6.217807807807809860e+07,1.035634634634635001e+08
1.036336336336336394e+01,7.782522522522523999e+07,9.337027027027024329e+07,6.228018018018019944e+07,1.037336336336336732e+08
1.038038038038038202e+01,7.795285285285288095e+07,9.352342342342340946e+07,6.238228228228230774e+07,1.039038038038038462e+08
1.039739739739739832e+01,7.808048048048050702e+07,9.367657657657656074e+07,6.248438438438440859e+07,1.040739739739740193e+08
1.041441441441441462e+01,7.820810810810811818e+07,9.382972972972971201e+07,6.258648648648650944e+07,1.042441441441441774e+08
1.043143143143143270e+01,7.833573573573575914e+07,9.398288288288286328e+07,6.268858858858861774e+07,1.044143143143143505e+08
1.044844844844844900e+01,7.846336336336338520e+07,9.413603603603601456e+07,6.279069069069071114e+07,1.045844844844845086e+08
1.046546546546546708e+01,7.859099099099101126e+07,9.428918918918916583e+07,6.289279279279282689e+07,1.047546546546546966e+08
1.048248248248248338e+01,7.871861861861863732e+07,9.444234234234231710e+07,6.299489489489491284e+07,1.049248248248248696e+08
1.049949949949949968e+01,7.884624624624624848e+07,9.459549549549546838e+07,6.309699699699701369e+07,1.050949949949950278e+08
1.051651651651651775e+01,7.897387387387388945e+07,9.474864864864863455e+07,6.319909909909912199e+07,1.052651651651652008e+08
1.053353353353353405e+01,7.910150150150153041e+07,9.490180180180177093e+07,6.330120120120122284e+07,1.054353353353353590e+08
1.055055055055055213e+01,7.922912912912917137e+07,9.505495495495495200e+07,6.340330330330333114e+07,1.056055055055055469e+08
1.056756756756756843e+01,7.935675675675678253e+07,9.520810810810808837e+07,6.350540540540542454e+07,1.057756756756757200e+08
1.058458458458458473e+01,7.948438438438440859e+07,9.536126126126122475e+07,6.360750750750752538e+07,1.059458458458458781e+08
1.060160160160160281e+01,7.961201201201203465e+07,9.551441441441440582e+07,6.370960960960963368e+07,1.061160160160160512e+08
1.061861861861861911e+01,7.973963963963966072e+07,9.566756756756754220e+07,6.381171171171173453e+07,1.062861861861862093e+08
1.063563563563563719e+01,7.986726726726728678e+07,9.582072072072070837e+07,6.391381381381384283e+07,1.064563563563563973e+08
1.065265265265265349e+01,7.999489489489491284e+07,9.597387387387385964e+07,6.401591591591593623e+07,1.066265265265265703e+08
1.066966966966966979e+01,8.012252252252253890e+07,9.612702702702701092e+07,6.411801801801802963e+07,1.067966966966967285e+08
1.068668668668668786e+01,8.025015015015017986e+07,9.628018018018016219e+07,6.422012012012014538e+07,1.069668668668669015e+08
1.070370370370370416e+01,8.037777777777779102e+07,9.643333333333331347e+07,6.432222222222223878e+07,1.071370370370370597e+08
1.072072072072072224e+01,8.050540540540543199e+07,9.658648648648646474e+07,6.442432432432434708e+07,1.073072072072072476e+08
1.073773773773773854e+01,8.063303303303305805e+07,9.673963963963961601e+07,6.452642642642644793e+07,1.074773773773774207e+08
1.075475475475475662e+01,8.076066066066068411e+07,9.689279279279278219e+07,6.462852852852855623e+07,1.076475475475475937e+08
1.077177177177177292e+01,8.088828828828831017e+07,9.704594594594591856e+07,6.473063063063065708e+07,1.078177177177177519e+08
1.078878878878878922e+01,8.101591591591593623e+07,9.719909909909906983e+07,6.483273273273275793e+07,1.079878878878879100e+08
1.080580580580580730e+01,8.114354354354357719e+07,9.735225225225223601e+07,6.493483483483486623e+07,1.081580580580580980e+08
1.082282282282282360e+01,8.127117117117118835e+07,9.750540540540537238e+07,6.503693693693695217e+07,1.083282282282282710e+08
1.083983983983984167e+01,8.139879879879882932e+07,9.765855855855855346e+07,6.513903903903906047e+07,1.084983983983984441e+08
1.085685685685685797e+01,8.152642642642645538e+07,9.781171171171168983e+07,6.524114114114116132e+07,1.086685685685686022e+08
1.087387387387387427e+01,8.165405405405408144e+07,9.796486486486484110e+07,6.534324324324326217e+07,1.088387387387387604e+08
1.089089089089089235e+01,8.178168168168170750e+07,9.811801801801800728e+07,6.544534534534537047e+07,1.090089089089089483e+08
1.090790790790790865e+01,8.190930930930933356e+07,9.827117117117114365e+07,6.554744744744747132e+07,1.091790790790791065e+08
1.092492492492492673e+01,8.203693693693697453e+07,9.842432432432430983e+07,6.564954954954957962e+07,1.093492492492492944e+08
1.094194194194194303e+01,8.216456456456458569e+07,9.857747747747746110e+07,6.575165165165168047e+07,1.095194194194194525e+08
1.095895895895895933e+01,8.229219219219221175e+07,9.873063063063061237e+07,6.585375375375377387e+07,1.096895895895896107e+08
1.097597597597597741e+01,8.241981981981983781e+07,9.888378378378376365e+07,6.595585585585588217e+07,1.098597597597597986e+08
1.099299299299299371e+01,8.254744744744746387e+07,9.903693693693691492e+07,6.605795795795797557e+07,1.100299299299299568e+08
1.101001001001001178e+01,8.267507507507510483e+07,9.919009009009008110e+07,6.616006006006008387e+07,1.102001001001001447e+08
1.102702702702702808e+01,8.280270270270273089e+07,9.934324324324321747e+07,6.626216216216218472e+07,1.103702702702703029e+08
1.104404404404404438e+01,8.293033033033034205e+07,9.949639639639636874e+07,6.636426426426428556e+07,1.105404404404404610e+08
1.106106106106106246e+01,8.305795795795798302e+07,9.964954954954953492e+07,6.646636636636639386e+07,1.107106106106106490e+08
1.107807807807807876e+01,8.318558558558560908e+07,9.980270270270267129e+07,6.656846846846848726e+07,1.108807807807808071e+08
1.109509509509509684e+01,8.331321321321323514e+07,9.995585585585585237e+07,6.667057057057059556e+07,1.110509509509509951e+08
1.111211211211211314e+01,8.344084084084086120e+07,1.001090090090089887e+08,6.677267267267269641e+07,1.112211211211211532e+08
1.112912912912912944e+01,8.356846846846848726e+07,1.002621621621621400e+08,6.687477477477479726e+07,1.113912912912913263e+08
1.114614614614614752e+01,8.369609609609612823e+07,1.004153153153153062e+08,6.697687687687690556e+07,1.115614614614614993e+08
1.116316316316316382e+01,8.382372372372373939e+07,1.005684684684684426e+08,6.707897897897899896e+07,1.117316316316316575e+08
1.118018018018018189e+01,8.395135135135138035e+07,1.007216216216216087e+08,6.718108108108110726e+07,1.119018018018018454e+08
1.119719719719719819e+01,8.407897897897900641e+07,1.008747747747747600e+08,6.728318318318319321e+07,1.120719719719720036e+08
1.121421421421421449e+01,8.420660660660663247e+07,1.010279279279279113e+08,6.738528528528529406e+07,1.122421421421421766e+08
1.123123123123123257e+01,8.433423423423425853e+07,1.011810810810810626e+08,6.748738738738740981e+07,1.124123123123123497e+08
1.124824824824824887e+01,8.446186186186188459e+07,1.013342342342342138e+08,6.758948948948951066e+07,1.125824824824825078e+08
1.126526526526526695e+01,8.458948948948952556e+07,1.014873873873873651e+08,6.769159159159162641e+07,1.127526526526526958e+08
1.128228228228228325e+01,8.471711711711713672e+07,1.016405405405405164e+08,6.779369369369372725e+07,1.129228228228228539e+08
1.129929929929929955e+01,8.484474474474476278e+07,1.017936936936936677e+08,6.789579579579582810e+07,1.130929929929930270e+08
1.131631631631631763e+01,8.497237237237238884e+07,1.019468468468468189e+08,6.799789789789792895e+07,1.132631631631632000e+08
1.133333333333333393e+01,8.510000000000002980e+07,1.020999999999999702e+08,6.810000000000001490e+07,1.134333333333333582e+08
1.135035035035035200e+01,8.522762762762765586e+07,1.022531531531531364e+08,6.820210210210213065e+07,1.136035035035035461e+08
1.136736736736736830e+01,8.535525525525528193e+07,1.024063063063062876e+08,6.830420420420423150e+07,1.137736736736737043e+08
1.138438438438438460e+01,8.548288288288289309e+07,1.025594594594594389e+08,6.840630630630633235e+07,1.139438438438438773e+08
1.140140140140140268e+01,8.561051051051053405e+07,1.027126126126126051e+08,6.850840840840843320e+07,1.141140140140140504e+08
1.141841841841841898e+01,8.573813813813816011e+07,1.028657657657657415e+08,6.861051051051053405e+07,1.142841841841842085e+08
1.143543543543543706e+01,8.586576576576578617e+07,1.030189189189189076e+08,6.871261261261263490e+07,1.144543543543543965e+08
1.145245245245245336e+01,8.599339339339341223e+07,1.031720720720720589e+08,6.881471471471473575e+07,1.146245245245245546e+08
1.146946946946946966e+01,8.612102102102103829e+07,1.033252252252251953e+08,6.891681681681683660e+07,1.147946946946947277e+08
1.148648648648648773e+01,8.624864864864867926e+07,1.034783783783783615e+08,6.901891891891893744e+07,1.149648648648649007e+08
1.150350350350350404e+01,8.637627627627629042e+07,1.036315315315315127e+08,6.912102102102103829e+07,1.151350350350350589e+08
1.152052052052052211e+01,8.650390390390393138e+07,1.037846846846846640e+08,6.922312312312313914e+07,1.153052052052052468e+08
1.153753753753753841e+01,8.663153153153155744e+07,1.039378378378378153e+08,6.932522522522523999e+07,1.154753753753754050e+08
1.155455455455455649e+01,8.675915915915918350e+07,1.040909909909909815e+08,6.942732732732735574e+07,1.156455455455455929e+08
1.157157157157157279e+01,8.688678678678680956e+07,1.042441441441441327e+08,6.952942942942945659e+07,1.158157157157157511e+08
1.158858858858858909e+01,8.701441441441443563e+07,1.043972972972972691e+08,6.963153153153154254e+07,1.159858858858859092e+08
1.160560560560560717e+01,8.714204204204207659e+07,1.045504504504504353e+08,6.973363363363365829e+07,1.161560560560560971e+08
1.162262262262262347e+01,8.726966966966968775e+07,1.047036036036035866e+08,6.983573573573575914e+07,1.163262262262262553e+08
1.163963963963964154e+01,8.739729729729732871e+07,1.048567567567567527e+08,6.993783783783787489e+07,1.164963963963964432e+08
1.165665665665665784e+01,8.752492492492493987e+07,1.050099099099098891e+08,7.003993993993997574e+07,1.166665665665666014e+08
1.167367367367367414e+01,8.765255255255258083e+07,1.051630630630630404e+08,7.014204204204204679e+07,1.168367367367367595e+08
1.169069069069069222e+01,8.778018018018020689e+07,1.053162162162162066e+08,7.024414414414417744e+07,1.170069069069069475e+08
1.170770770770770852e+01,8.790780780780783296e+07,1.054693693693693429e+08,7.034624624624626338e+07,1.171770770770771056e+08
1.172472472472472660e+01,8.803543543543547392e+07,1.056225225225225091e+08,7.044834834834837914e+07,1.173472472472472936e+08
1.174174174174174290e+01,8.816306306306308508e+07,1.057756756756756604e+08,7.055045045045047998e+07,1.175174174174174517e+08
1.175875875875875920e+01,8.829069069069071114e+07,1.059288288288288116e+08,7.065255255255258083e+07,1.176875875875876248e+08
1.177577577577577728e+01,8.841831831831833720e+07,1.060819819819819629e+08,7.075465465465468168e+07,1.178577577577577978e+08
